Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
PRT  2001     50     1951      0.00004
PRT  2001     51     1950      0.00000
PRT  2001     52     1949      0.00000
PRT  2001     53     1948      0.00003
PRT  2001     54     1947      0.00000
PRT  2001     55+    1946-     0.00000
PRT  2002     12-    1990+     0.00000
PRT  2002     13     1989      0.00011
PRT  2002     14     1988      0.00055
PRT  2002     15     1987      0.00272
PRT  2002     16     1986      0.00788
PRT  2002     17     1985      0.01596
PRT  2002     18     1984      0.02431
PRT  2002     19     1983      0.03244
PRT  2002     20     1982      0.03969
PRT  2002     21     1981      0.04329
PRT  2002     22     1980      0.05083
PRT  2002     23     1979      0.05793
PRT  2002     24     1978      0.06342
PRT  2002     25     1977      0.07411
PRT  2002     26     1976      0.08143
PRT  2002     27     1975      0.09255
PRT  2002     28     1974      0.09575
PRT  2002     29     1973      0.10384
PRT  2002     30     1972      0.10415
PRT  2002     31     1971      0.09719
PRT  2002     32     1970      0.08888
PRT  2002     33     1969      0.07782
PRT  2002     34     1968      0.06737
PRT  2002     35     1967      0.06032
PRT  2002     36     1966      0.04721
PRT  2002     37     1965      0.03954
PRT  2002     38     1964      0.02798
PRT  2002     39     1963      0.02241
PRT  2002     40     1962      0.01642
PRT  2002     41     1961      0.01100
PRT  2002     42     1960      0.00694
PRT  2002     43     1959      0.00445
PRT  2002     44     1958      0.00256
PRT  2002     45     1957      0.00145
PRT  2002     46     1956      0.00070
PRT  2002     47     1955      0.00041
PRT  2002     48     1954      0.00027
PRT  2002     49     1953      0.00010
PRT  2002     50     1952      0.00008
PRT  2002     51     1951      0.00001
PRT  2002     52     1950      0.00004
PRT  2002     53     1949      0.00001
PRT  2002     54     1948      0.00000
PRT  2002     55+    1947-     0.00002
PRT  2003     12-    1991+     0.00000
PRT  2003     13     1990      0.00004
PRT  2003     14     1989      0.00057
PRT  2003     15     1988      0.00276
PRT  2003     16     1987      0.00746
PRT  2003     17     1986      0.01500
PRT  2003     18     1985      0.02345
PRT  2003     19     1984      0.03103
PRT  2003     20     1983      0.03728
PRT  2003     21     1982      0.04246
PRT  2003     22     1981      0.04604
PRT  2003     23     1980      0.05282
PRT  2003     24     1979      0.06140
PRT  2003     25     1978      0.06949
PRT  2003     26     1977      0.07805
PRT  2003     27     1976      0.08774
PRT  2003     28     1975      0.09518
PRT  2003     29     1974      0.09879
PRT  2003     30     1973      0.10261
PRT  2003     31     1972      0.09968
PRT  2003     32     1971      0.08859
PRT  2003     33     1970      0.08014
PRT  2003     34     1969      0.06948
PRT  2003     35     1968      0.06039
PRT  2003     36     1967      0.05149
PRT  2003     37     1966      0.03810
PRT  2003     38     1965      0.03013
PRT  2003     39     1964      0.02200
PRT  2003     40     1963      0.01720
PRT  2003     41     1962      0.01158
PRT  2003     42     1961      0.00781
PRT  2003     43     1960      0.00453
PRT  2003     44     1959      0.00264
PRT  2003     45     1958      0.00129
PRT  2003     46     1957      0.00071
PRT  2003     47     1956      0.00038
PRT  2003     48     1955      0.00019
PRT  2003     49     1954      0.00006
PRT  2003     50     1953      0.00006
PRT  2003     51     1952      0.00003
PRT  2003     52     1951      0.00001
PRT  2003     53     1950      0.00001
PRT  2003     54     1949      0.00000
PRT  2003     55+    1948-     0.00000
PRT  2004     12-    1992+     0.00000
PRT  2004     13     1991      0.00002
PRT  2004     14     1990      0.00050
PRT  2004     15     1989      0.00234
PRT  2004     16     1988      0.00741
PRT  2004     17     1987      0.01523
PRT  2004     18     1986      0.02371
PRT  2004     19     1985      0.02901
PRT  2004     20     1984      0.03703
PRT  2004     21     1983      0.03994
PRT  2004     22     1982      0.04694
PRT  2004     23     1981      0.04944
PRT  2004     24     1980      0.05713
PRT  2004     25     1979      0.06427
PRT  2004     26     1978      0.07307
PRT  2004     27     1977      0.08587
PRT  2004     28     1976      0.08996
PRT  2004     29     1975      0.09575
PRT  2004     30     1974      0.09592
PRT  2004     31     1973      0.09558
PRT  2004     32     1972      0.08923
PRT  2004     33     1971      0.08144
PRT  2004     34     1970      0.07232
PRT  2004     35     1969      0.05990
PRT  2004     36     1968      0.04956
PRT  2004     37     1967      0.03942
PRT  2004     38     1966      0.02988
PRT  2004     39     1965      0.02374
PRT  2004     40     1964      0.01740
PRT  2004     41     1963      0.01106
PRT  2004     42     1962      0.00843
PRT  2004     43     1961      0.00507
PRT  2004     44     1960      0.00309
PRT  2004     45     1959      0.00149
PRT  2004     46     1958      0.00083
PRT  2004     47     1957      0.00042
PRT  2004     48     1956      0.00027
PRT  2004     49     1955      0.00025
PRT  2004     50     1954      0.00014
PRT  2004     51     1953      0.00006
PRT  2004     52     1952      0.00001
PRT  2004     53     1951      0.00000
PRT  2004     54     1950      0.00003
PRT  2004     55+    1949-     0.00000
PRT  2005     12-    1993+     0.00000
PRT  2005     13     1992      0.00005
PRT  2005     14     1991      0.00048
PRT  2005     15     1990      0.00280
PRT  2005     16     1989      0.00664
PRT  2005     17     1988      0.01451
PRT  2005     18     1987      0.02218
PRT  2005     19     1986      0.03030
PRT  2005     20     1985      0.03624
PRT  2005     21     1984      0.04084
PRT  2005     22     1983      0.04605
PRT  2005     23     1982      0.05084
PRT  2005     24     1981      0.05520
PRT  2005     25     1980      0.06315
PRT  2005     26     1979      0.07051
PRT  2005     27     1978      0.08143
PRT  2005     28     1977      0.09193
PRT  2005     29     1976      0.09548
PRT  2005     30     1975      0.10221
PRT  2005     31     1974      0.09419
PRT  2005     32     1973      0.08991
PRT  2005     33     1972      0.08379
PRT  2005     34     1971      0.07213
PRT  2005     35     1970      0.06502
PRT  2005     36     1969      0.05208
PRT  2005     37     1968      0.04011
PRT  2005     38     1967      0.03219
PRT  2005     39     1966      0.02425
PRT  2005     40     1965      0.01803
PRT  2005     41     1964      0.01170
PRT  2005     42     1963      0.00767
PRT  2005     43     1962      0.00490
PRT  2005     44     1961      0.00313
PRT  2005     45     1960      0.00182
PRT  2005     46     1959      0.00064
PRT  2005     47     1958      0.00039
PRT  2005     48     1957      0.00012
PRT  2005     49     1956      0.00011
PRT  2005     50     1955      0.00008
PRT  2005     51     1954      0.00001
PRT  2005     52     1953      0.00006
PRT  2005     53     1952      0.00003
PRT  2005     54     1951      0.00001
PRT  2005     55+    1950-     0.00000
PRT  2006     12-    1994+     0.00000
PRT  2006     13     1993      0.00011
PRT  2006     14     1992      0.00055
PRT  2006     15     1991      0.00197
PRT  2006     16     1990      0.00705
PRT  2006     17     1989      0.01187
PRT  2006     18     1988      0.01954
PRT  2006     19     1987      0.02843
PRT  2006     20     1986      0.03488
PRT  2006     21     1985      0.03964
PRT  2006     22     1984      0.04461
PRT  2006     23     1983      0.04757
PRT  2006     24     1982      0.05266
PRT  2006     25     1981      0.06062
PRT  2006     26     1980      0.06832
PRT  2006     27     1979      0.07765
PRT  2006     28     1978      0.08571
PRT  2006     29     1977      0.09276
PRT  2006     30     1976      0.09565
PRT  2006     31     1975      0.09436
PRT  2006     32     1974      0.09024
PRT  2006     33     1973      0.08132
PRT  2006     34     1972      0.07218
PRT  2006     35     1971      0.06323
PRT  2006     36     1970      0.05299
PRT  2006     37     1969      0.04158
PRT  2006     38     1968      0.03297
PRT  2006     39     1967      0.02419
PRT  2006     40     1966      0.01798
PRT  2006     41     1965      0.01309
PRT  2006     42     1964      0.00755
PRT  2006     43     1963      0.00522
PRT  2006     44     1962      0.00297
PRT  2006     45     1961      0.00184
PRT  2006     46     1960      0.00077
PRT  2006     47     1959      0.00029
PRT  2006     48     1958      0.00017
PRT  2006     49     1957      0.00005
PRT  2006     50     1956      0.00001
PRT  2006     51     1955      0.00001
PRT  2006     52     1954      0.00004
PRT  2006     53     1953      0.00001
PRT  2006     54     1952      0.00000
PRT  2006     55+    1951-     0.00000
PRT  2007     12-    1995+     0.00000
PRT  2007     13     1994      0.00006
PRT  2007     14     1993      0.00052
PRT  2007     15     1992      0.00221
PRT  2007     16     1991      0.00656
PRT  2007     17     1990      0.01211
PRT  2007     18     1989      0.02008
PRT  2007     19     1988      0.02855
PRT  2007     20     1987      0.03370
PRT  2007     21     1986      0.03884
PRT  2007     22     1985      0.04342
PRT  2007     23     1984      0.04690
PRT  2007     24     1983      0.05141
PRT  2007     25     1982      0.05813
PRT  2007     26     1981      0.06653
PRT  2007     27     1980      0.07477
PRT  2007     28     1979      0.08041
PRT  2007     29     1978      0.08963
PRT  2007     30     1977      0.09554
PRT  2007     31     1976      0.09240
PRT  2007     32     1975      0.08705
PRT  2007     33     1974      0.07934
PRT  2007     34     1973      0.07303
PRT  2007     35     1972      0.06326
PRT  2007     36     1971      0.05468
PRT  2007     37     1970      0.04291
PRT  2007     38     1969      0.03348
PRT  2007     39     1968      0.02436
PRT  2007     40     1967      0.01856
PRT  2007     41     1966      0.01220
PRT  2007     42     1965      0.00780
PRT  2007     43     1964      0.00483
PRT  2007     44     1963      0.00288
PRT  2007     45     1962      0.00129
PRT  2007     46     1961      0.00066
PRT  2007     47     1960      0.00022
PRT  2007     48     1959      0.00008
PRT  2007     49     1958      0.00011
PRT  2007     50     1957      0.00001
PRT  2007     51     1956      0.00003
PRT  2007     52     1955      0.00001
PRT  2007     53     1954      0.00000
PRT  2007     54     1953      0.00001
PRT  2007     55+    1952-     0.00000
PRT  2008     12-    1996+     0.00000
PRT  2008     13     1995      0.00004
PRT  2008     14     1994      0.00063
PRT  2008     15     1993      0.00213
PRT  2008     16     1992      0.00588
PRT  2008     17     1991      0.01155
PRT  2008     18     1990      0.01855
PRT  2008     19     1989      0.02564
PRT  2008     20     1988      0.03469
PRT  2008     21     1987      0.04015
PRT  2008     22     1986      0.04494
PRT  2008     23     1985      0.05033
PRT  2008     24     1984      0.05356
PRT  2008     25     1983      0.06057
PRT  2008     26     1982      0.06667
PRT  2008     27     1981      0.07600
PRT  2008     28     1980      0.08318
PRT  2008     29     1979      0.09170
PRT  2008     30     1978      0.09611
PRT  2008     31     1977      0.09545
PRT  2008     32     1976      0.09140
PRT  2008     33     1975      0.08356
PRT  2008     34     1974      0.07530
PRT  2008     35     1973      0.06722
PRT  2008     36     1972      0.05779
PRT  2008     37     1971      0.04459
PRT  2008     38     1970      0.03557
PRT  2008     39     1969      0.02655
PRT  2008     40     1968      0.02021
PRT  2008     41     1967      0.01319
PRT  2008     42     1966      0.00833
PRT  2008     43     1965      0.00507
PRT  2008     44     1964      0.00311
PRT  2008     45     1963      0.00139
PRT  2008     46     1962      0.00084
PRT  2008     47     1961      0.00034
PRT  2008     48     1960      0.00010
PRT  2008     49     1959      0.00007
PRT  2008     50     1958      0.00003
PRT  2008     51     1957      0.00003
PRT  2008     52     1956      0.00001
PRT  2008     53     1955      0.00000
PRT  2008     54     1954      0.00000
PRT  2008     55+    1953-     0.00000
PRT  2009     12-    1997+     0.00000
PRT  2009     13     1996      0.00006
PRT  2009     14     1995      0.00055
PRT  2009     15     1994      0.00190
PRT  2009     16     1993      0.00582
PRT  2009     17     1992      0.01065
PRT  2009     18     1991      0.01718
PRT  2009     19     1990      0.02565
PRT  2009     20     1989      0.03171
PRT  2009     21     1988      0.03814
PRT  2009     22     1987      0.04274
PRT  2009     23     1986      0.04674
PRT  2009     24     1985      0.05213
PRT  2009     25     1984      0.05875
PRT  2009     26     1983      0.06554
PRT  2009     27     1982      0.07042
PRT  2009     28     1981      0.07893
PRT  2009     29     1980      0.08700
PRT  2009     30     1979      0.09183
PRT  2009     31     1978      0.09249
PRT  2009     32     1977      0.08797
PRT  2009     33     1976      0.08208
PRT  2009     34     1975      0.07420
PRT  2009     35     1974      0.06574
PRT  2009     36     1973      0.05585
PRT  2009     37     1972      0.04466
PRT  2009     38     1971      0.03472
PRT  2009     39     1970      0.02697
PRT  2009     40     1969      0.01971
PRT  2009     41     1968      0.01328
PRT  2009     42     1967      0.00846
PRT  2009     43     1966      0.00533
PRT  2009     44     1965      0.00329
PRT  2009     45     1964      0.00152
PRT  2009     46     1963      0.00083
PRT  2009     47     1962      0.00041
PRT  2009     48     1961      0.00019
PRT  2009     49     1960      0.00008
PRT  2009     50     1959      0.00001
PRT  2009     51     1958      0.00001
PRT  2009     52     1957      0.00000
PRT  2009     53     1956      0.00001
PRT  2009     54     1955      0.00000
PRT  2009     55+    1954-     0.00000
PRT  2010     12-    1998+     0.00000
PRT  2010     13     1997      0.00006
PRT  2010     14     1996      0.00045
PRT  2010     15     1995      0.00179
PRT  2010     16     1994      0.00553
PRT  2010     17     1993      0.01093
PRT  2010     18     1992      0.01542
PRT  2010     19     1991      0.02370
PRT  2010     20     1990      0.03015
PRT  2010     21     1989      0.03705
PRT  2010     22     1988      0.04125
PRT  2010     23     1987      0.04891
PRT  2010     24     1986      0.05483
PRT  2010     25     1985      0.05883
PRT  2010     26     1984      0.06709
PRT  2010     27     1983      0.07426
PRT  2010     28     1982      0.08399
PRT  2010     29     1981      0.08980
PRT  2010     30     1980      0.09368
PRT  2010     31     1979      0.09629
PRT  2010     32     1978      0.09548
PRT  2010     33     1977      0.08403
PRT  2010     34     1976      0.07774
PRT  2010     35     1975      0.06815
PRT  2010     36     1974      0.05852
PRT  2010     37     1973      0.04756
PRT  2010     38     1972      0.03662
PRT  2010     39     1971      0.02889
PRT  2010     40     1970      0.02210
PRT  2010     41     1969      0.01515
PRT  2010     42     1968      0.00972
PRT  2010     43     1967      0.00560
PRT  2010     44     1966      0.00324
PRT  2010     45     1965      0.00163
PRT  2010     46     1964      0.00068
PRT  2010     47     1963      0.00049
PRT  2010     48     1962      0.00019
PRT  2010     49     1961      0.00011
PRT  2010     50     1960      0.00008
PRT  2010     51     1959      0.00005
PRT  2010     52     1958      0.00005
PRT  2010     53     1957      0.00000
PRT  2010     54     1956      0.00001
PRT  2010     55+    1955-     0.00001
PRT  2011     12-    1999+     0.00007
PRT  2011     13     1998      0.00000
PRT  2011     14     1997      0.00042
PRT  2011     15     1996      0.00185
PRT  2011     16     1995      0.00494
PRT  2011     17     1994      0.00915
PRT  2011     18     1993      0.01411
PRT  2011     19     1992      0.02064
PRT  2011     20     1991      0.02744
PRT  2011     21     1990      0.03451
PRT  2011     22     1989      0.03827
PRT  2011     23     1988      0.04311
PRT  2011     24     1987      0.04689
PRT  2011     25     1986      0.05399
PRT  2011     26     1985      0.06147
PRT  2011     27     1984      0.06965
PRT  2011     28     1983      0.08055
PRT  2011     29     1982      0.08679
PRT  2011     30     1981      0.09267
PRT  2011     31     1980      0.09309
PRT  2011     32     1979      0.09247
PRT  2011     33     1978      0.08651
PRT  2011     34     1977      0.07846
PRT  2011     35     1976      0.07042
PRT  2011     36     1975      0.06128
PRT  2011     37     1974      0.05001
PRT  2011     38     1973      0.03922
PRT  2011     39     1972      0.02935
PRT  2011     40     1971      0.02145
PRT  2011     41     1970      0.01521
PRT  2011     42     1969      0.01093
PRT  2011     43     1968      0.00584
PRT  2011     44     1967      0.00302
PRT  2011     45     1966      0.00152
PRT  2011     46     1965      0.00089
PRT  2011     47     1964      0.00043
PRT  2011     48     1963      0.00016
PRT  2011     49     1962      0.00006
PRT  2011     50     1961      0.00000
PRT  2011     51     1960      0.00000
PRT  2011     52     1959      0.00001
PRT  2011     53     1958      0.00000
PRT  2011     54     1957      0.00000
PRT  2011     55+    1956-     0.00000
PRT  2012     12-    2000+     0.00000
PRT  2012     13     1999      0.00002
PRT  2012     14     1998      0.00037
PRT  2012     15     1997      0.00162
PRT  2012     16     1996      0.00468
PRT  2012     17     1995      0.00785
PRT  2012     18     1994      0.01373
PRT  2012     19     1993      0.01942
PRT  2012     20     1992      0.02570
PRT  2012     21     1991      0.03055
PRT  2012     22     1990      0.03406
PRT  2012     23     1989      0.03996
PRT  2012     24     1988      0.04685
PRT  2012     25     1987      0.04976
PRT  2012     26     1986      0.05912
PRT  2012     27     1985      0.06695
PRT  2012     28     1984      0.07470
PRT  2012     29     1983      0.08357
PRT  2012     30     1982      0.08875
PRT  2012     31     1981      0.08971
PRT  2012     32     1980      0.08697
PRT  2012     33     1979      0.08182
PRT  2012     34     1978      0.07636
PRT  2012     35     1977      0.06782
PRT  2012     36     1976      0.05774
PRT  2012     37     1975      0.04733
PRT  2012     38     1974      0.03766
PRT  2012     39     1973      0.02890
PRT  2012     40     1972      0.02141
PRT  2012     41     1971      0.01519
PRT  2012     42     1970      0.00939
PRT  2012     43     1969      0.00534
PRT  2012     44     1968      0.00352
PRT  2012     45     1967      0.00185
PRT  2012     46     1966      0.00092
PRT  2012     47     1965      0.00046
PRT  2012     48     1964      0.00020
PRT  2012     49     1963      0.00018
PRT  2012     50     1962      0.00005
PRT  2012     51     1961      0.00003
PRT  2012     52     1960      0.00003
PRT  2012     53     1959      0.00000
PRT  2012     54     1958      0.00000
PRT  2012     55+    1957-     0.00000
PRT  2013     12-    2001+     0.00000
PRT  2013     13     2000      0.00004
PRT  2013     14     1999      0.00032
PRT  2013     15     1998      0.00151
PRT  2013     16     1997      0.00393
PRT  2013     17     1996      0.00739
PRT  2013     18     1995      0.01177
PRT  2013     19     1994      0.01825
PRT  2013     20     1993      0.02111
PRT  2013     21     1992      0.02712
PRT  2013     22     1991      0.03052
PRT  2013     23     1990      0.03455
PRT  2013     24     1989      0.03976
PRT  2013     25     1988      0.04639
PRT  2013     26     1987      0.05481
PRT  2013     27     1986      0.06142
PRT  2013     28     1985      0.07034
PRT  2013     29     1984      0.07859
PRT  2013     30     1983      0.08505
PRT  2013     31     1982      0.08575
PRT  2013     32     1981      0.08342
PRT  2013     33     1980      0.07830
PRT  2013     34     1979      0.07562
PRT  2013     35     1978      0.06676
PRT  2013     36     1977      0.05650
PRT  2013     37     1976      0.04680
PRT  2013     38     1975      0.03664
PRT  2013     39     1974      0.02765
PRT  2013     40     1973      0.02213
PRT  2013     41     1972      0.01513
PRT  2013     42     1971      0.00980
PRT  2013     43     1970      0.00546
PRT  2013     44     1969      0.00325
PRT  2013     45     1968      0.00168
PRT  2013     46     1967      0.00093
PRT  2013     47     1966      0.00040
PRT  2013     48     1965      0.00024
PRT  2013     49     1964      0.00011
PRT  2013     50     1963      0.00003
PRT  2013     51     1962      0.00005
PRT  2013     52     1961      0.00005
PRT  2013     53     1960      0.00000
PRT  2013     54     1959      0.00000
PRT  2013     55+    1958-     0.00000
PRT  2014     12-    2002+     0.00000
PRT  2014     13     2001      0.00004
PRT  2014     14     2000      0.00025
PRT  2014     15     1999      0.00129
PRT  2014     16     1998      0.00310
PRT  2014     17     1997      0.00682
PRT  2014     18     1996      0.01004
PRT  2014     19     1995      0.01597
PRT  2014     20     1994      0.02095
PRT  2014     21     1993      0.02610
PRT  2014     22     1992      0.02894
PRT  2014     23     1991      0.03243
PRT  2014     24     1990      0.03793
PRT  2014     25     1989      0.04614
PRT  2014     26     1988      0.05395
PRT  2014     27     1987      0.06151
PRT  2014     28     1986      0.07063
PRT  2014     29     1985      0.07671
PRT  2014     30     1984      0.08515
PRT  2014     31     1983      0.08882
PRT  2014     32     1982      0.08545
PRT  2014     33     1981      0.08350
PRT  2014     34     1980      0.07409
PRT  2014     35     1979      0.07291
PRT  2014     36     1978      0.06154
PRT  2014     37     1977      0.05139
PRT  2014     38     1976      0.04046
PRT  2014     39     1975      0.03168
PRT  2014     40     1974      0.02333
PRT  2014     41     1973      0.01618
PRT  2014     42     1972      0.01046
PRT  2014     43     1971      0.00615
PRT  2014     44     1970      0.00320
PRT  2014     45     1969      0.00176
PRT  2014     46     1968      0.00119
PRT  2014     47     1967      0.00048
PRT  2014     48     1966      0.00021
PRT  2014     49     1965      0.00019
PRT  2014     50     1964      0.00007
PRT  2014     51     1963      0.00001
PRT  2014     52     1962      0.00000
PRT  2014     53     1961      0.00001
PRT  2014     54     1960      0.00001
PRT  2014     55+    1959-     0.00000
PRT  2015     12-    2003+     0.00000
PRT  2015     13     2002      0.00002
PRT  2015     14     2001      0.00035
PRT  2015     15     2000      0.00127
PRT  2015     16     1999      0.00286
PRT  2015     17     1998      0.00583
PRT  2015     18     1997      0.00890
PRT  2015     19     1996      0.01465
PRT  2015     20     1995      0.02011
PRT  2015     21     1994      0.02517
PRT  2015     22     1993      0.02928
PRT  2015     23     1992      0.03344
PRT  2015     24     1991      0.03893
PRT  2015     25     1990      0.04542
PRT  2015     26     1989      0.05465
PRT  2015     27     1988      0.06332
PRT  2015     28     1987      0.07237
PRT  2015     29     1986      0.08171
PRT  2015     30     1985      0.09050
PRT  2015     31     1984      0.09361
PRT  2015     32     1983      0.09396
PRT  2015     33     1982      0.09077
PRT  2015     34     1981      0.08468
PRT  2015     35     1980      0.07839
PRT  2015     36     1979      0.06800
PRT  2015     37     1978      0.05776
PRT  2015     38     1977      0.04582
PRT  2015     39     1976      0.03533
PRT  2015     40     1975      0.02625
PRT  2015     41     1974      0.01874
PRT  2015     42     1973      0.01037
PRT  2015     43     1972      0.00658
PRT  2015     44     1971      0.00376
PRT  2015     45     1970      0.00214
PRT  2015     46     1969      0.00099
PRT  2015     47     1968      0.00049
PRT  2015     48     1967      0.00013
PRT  2015     49     1966      0.00014
PRT  2015     50     1965      0.00004
PRT  2015     51     1964      0.00005
PRT  2015     52     1963      0.00003
PRT  2015     53     1962      0.00001
PRT  2015     54     1961      0.00003
PRT  2015     55+    1960-     0.00000
PRT  2016     12-    2004+     0.00000
PRT  2016     13     2003      0.00006
PRT  2016     14     2002      0.00031
PRT  2016     15     2001      0.00136
PRT  2016     16     2000      0.00278
PRT  2016     17     1999      0.00522
PRT  2016     18     1998      0.00858
PRT  2016     19     1997      0.01364
PRT  2016     20     1996      0.01890
PRT  2016     21     1995      0.02658
PRT  2016     22     1994      0.02982
PRT  2016     23     1993      0.03631
PRT  2016     24     1992      0.04034
PRT  2016     25     1991      0.04817
PRT  2016     26     1990      0.05411
PRT  2016     27     1989      0.06275
PRT  2016     28     1988      0.07302
PRT  2016     29     1987      0.08132
PRT  2016     30     1986      0.08986
PRT  2016     31     1985      0.09566
PRT  2016     32     1984      0.09557
PRT  2016     33     1983      0.09598
PRT  2016     34     1982      0.08807
PRT  2016     35     1981      0.08361
PRT  2016     36     1980      0.07261
PRT  2016     37     1979      0.06274
PRT  2016     38     1978      0.05141
PRT  2016     39     1977      0.04094
PRT  2016     40     1976      0.02942
PRT  2016     41     1975      0.02151
PRT  2016     42     1974      0.01346
PRT  2016     43     1973      0.00767
PRT  2016     44     1972      0.00429
PRT  2016     45     1971      0.00228
PRT  2016     46     1970      0.00134
PRT  2016     47     1969      0.00069
PRT  2016     48     1968      0.00024
PRT  2016     49     1967      0.00013
PRT  2016     50     1966      0.00013
PRT  2016     51     1965      0.00010
PRT  2016     52     1964      0.00004
PRT  2016     53     1963      0.00003
PRT  2016     54     1962      0.00001
PRT  2016     55+    1961-     0.00000
PRT  2017     12-    2005+     0.00000
PRT  2017     13     2004      0.00004
PRT  2017     14     2003      0.00036
PRT  2017     15     2002      0.00111
PRT  2017     16     2001      0.00257
PRT  2017     17     2000      0.00526
PRT  2017     18     1999      0.00750
PRT  2017     19     1998      0.01373
PRT  2017     20     1997      0.01993
PRT  2017     21     1996      0.02600
PRT  2017     22     1995      0.02999
PRT  2017     23     1994      0.03539
PRT  2017     24     1993      0.04122
PRT  2017     25     1992      0.04626
PRT  2017     26     1991      0.05419
PRT  2017     27     1990      0.06348
PRT  2017     28     1989      0.07488
PRT  2017     29     1988      0.08218
PRT  2017     30     1987      0.09247
PRT  2017     31     1986      0.09717
PRT  2017     32     1985      0.09489
PRT  2017     33     1984      0.09415
PRT  2017     34     1983      0.09027
PRT  2017     35     1982      0.08455
PRT  2017     36     1981      0.07581
PRT  2017     37     1980      0.06362
PRT  2017     38     1979      0.05248
PRT  2017     39     1978      0.04174
PRT  2017     40     1977      0.03178
PRT  2017     41     1976      0.02198
PRT  2017     42     1975      0.01473
PRT  2017     43     1974      0.00857
PRT  2017     44     1973      0.00487
PRT  2017     45     1972      0.00229
PRT  2017     46     1971      0.00131
PRT  2017     47     1970      0.00065
PRT  2017     48     1969      0.00031
PRT  2017     49     1968      0.00018
PRT  2017     50     1967      0.00009
PRT  2017     51     1966      0.00011
PRT  2017     52     1965      0.00000
PRT  2017     53     1964      0.00004
PRT  2017     54     1963      0.00003
PRT  2017     55+    1962-     0.00000
PRT  2018     12-    2006+     0.00000
PRT  2018     13     2005      0.00006
PRT  2018     14     2004      0.00022
PRT  2018     15     2003      0.00092
PRT  2018     16     2002      0.00236
PRT  2018     17     2001      0.00455
PRT  2018     18     2000      0.00750
PRT  2018     19     1999      0.01270
PRT  2018     20     1998      0.01911
PRT  2018     21     1997      0.02386
PRT  2018     22     1996      0.03113
PRT  2018     23     1995      0.03533
PRT  2018     24     1994      0.04131
PRT  2018     25     1993      0.04790
PRT  2018     26     1992      0.05497
PRT  2018     27     1991      0.06391
PRT  2018     28     1990      0.07313
PRT  2018     29     1989      0.08388
PRT  2018     30     1988      0.09329
PRT  2018     31     1987      0.10241
PRT  2018     32     1986      0.10030
PRT  2018     33     1985      0.09663
PRT  2018     34     1984      0.09104
PRT  2018     35     1983      0.08780
PRT  2018     36     1982      0.07972
PRT  2018     37     1981      0.06773
PRT  2018     38     1980      0.05538
PRT  2018     39     1979      0.04439
PRT  2018     40     1978      0.03440
PRT  2018     41     1977      0.02408
PRT  2018     42     1976      0.01541
PRT  2018     43     1975      0.00910
PRT  2018     44     1974      0.00546
PRT  2018     45     1973      0.00312
PRT  2018     46     1972      0.00167
PRT  2018     47     1971      0.00078
PRT  2018     48     1970      0.00040
PRT  2018     49     1969      0.00026
PRT  2018     50     1968      0.00014
PRT  2018     51     1967      0.00014
PRT  2018     52     1966      0.00004
PRT  2018     53     1965      0.00001
PRT  2018     54     1964      0.00005
PRT  2018     55+    1963-     0.00001
KOR  2000     12-    1988+     0.00000
KOR  2000     13     1987      0.00000
KOR  2000     14     1986      0.00001
KOR  2000     15     1985      0.00008
KOR  2000     16     1984      0.00036
KOR  2000     17     1983      0.00114
KOR  2000     18     1982      0.00247
KOR  2000     19     1981      0.00464
KOR  2000     20     1980      0.00896
KOR  2000     21     1979      0.01538
KOR  2000     22     1978      0.02523
KOR  2000     23     1977      0.04003
KOR  2000     24     1976      0.06625
KOR  2000     25     1975      0.09751
KOR  2000     26     1974      0.12542
KOR  2000     27     1973      0.15681
KOR  2000     28     1972      0.17001
KOR  2000     29     1971      0.16709
KOR  2000     30     1970      0.14710
KOR  2000     31     1969      0.11776
KOR  2000     32     1968      0.09018
KOR  2000     33     1967      0.06735
KOR  2000     34     1966      0.05081
KOR  2000     35     1965      0.03674
KOR  2000     36     1964      0.02640
KOR  2000     37     1963      0.02049
KOR  2000     38     1962      0.01432
KOR  2000     39     1961      0.00921
KOR  2000     40     1960      0.00643
KOR  2000     41     1959      0.00425
KOR  2000     42     1958      0.00277
KOR  2000     43     1957      0.00173
KOR  2000     44     1956      0.00104
KOR  2000     45     1955      0.00062
KOR  2000     46     1954      0.00035
KOR  2000     47     1953      0.00021
KOR  2000     48     1952      0.00014
KOR  2000     49     1951      0.00011
KOR  2000     50     1950      0.00012
KOR  2000     51     1949      0.00011
KOR  2000     52     1948      0.00006
KOR  2000     53     1947      0.00002
KOR  2000     54     1946      0.00001
KOR  2000     55+    1945-     0.00000
KOR  2001     12-    1989+     0.00000
KOR  2001     13     1988      0.00000
KOR  2001     14     1987      0.00001
KOR  2001     15     1986      0.00007
KOR  2001     16     1985      0.00033
KOR  2001     17     1984      0.00097
KOR  2001     18     1983      0.00205
KOR  2001     19     1982      0.00424
KOR  2001     20     1981      0.00762
KOR  2001     21     1980      0.01238
KOR  2001     22     1979      0.02042
KOR  2001     23     1978      0.03282
KOR  2001     24     1977      0.05501
KOR  2001     25     1976      0.08109
KOR  2001     26     1975      0.10445
KOR  2001     27     1974      0.13227
